id,name,age,email,start_date,end_date,source_system,record_type,region
6204,Person 6204,82,user6204@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6205,Person 6205,42,user6205@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6206,Person 6206,76,user6206-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6207,Person 6207,60,user6207@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6208,Person 6208,71,user6208@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6209,Person 6209,-34,user6209@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6210,Person 6210,33,user6210@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6211,Person 6211,22,user6211@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6212,Person 6212,77,user6212@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6213,Person 6213,33,user6213@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6214,Person 6214,76,user6214@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6215,Person 6215,,user6215@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6216,Person 6216,20,user6216@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
6217,Person 6217,88,user6217@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6218,Person 6218,68,user6218@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6219,Person 6219,47,user6219@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6220,Person 6220,291,user6220@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6221,Person 6221,79,user6221@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6222,Person 6222,31,user6222@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6223,Person 6223,47,user6223@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6224,Person 6224,64,user6224@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6225,Person 6225,44,user6225@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6226,Person 6226,79,user6226@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6227,Person 6227,23,user6227@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6228,Person 6228,76,user6228@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6229,Person 6229,54,user6229@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6230,Person 6230,28,user6230@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6231,Person 6231,73,user6231@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6232,Person 6232,,user6232@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6233,Person 6233,479,user6233@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6234,Person 6234,35,user6234@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6235,Person 6235,22,user6235@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6236,Person 6236,24,user6236@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6237,Person 6237,62,user6237@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6238,Person 6238,85,user6238@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6239,Person 6239,72,user6239@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6240,Person 6240,86,user6240@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6241,Person 6241,44,user6241@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6242,Person 6242,915,user6242@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6243,Person 6243,50,user6243@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6244,Person 6244,50,user6244@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6245,Person 6245,72,user6245@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6246,Person 6246,34,user6246@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6247,Person 6247,47,user6247@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6248,Person 6248,20,user6248@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6249,Person 6249,50,user6249@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6250,Person 6250,-18,user6250@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6251,Person 6251,76,user6251@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6252,Person 6252,,user6252@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6253,Person 6253,41,user6253@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6254,Person 6254,33,user6254@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6255,Person 6255,71,user6255@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6256,Person 6256,24,user6256@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6257,Person 6257,53,user6257@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6258,Person 6258,68,user6258@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6259,Person 6259,61,user6259@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6260,Person 6260,78,user6260@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6261,Person 6261,82,user6261@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6262,Person 6262,79,user6262@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6263,Person 6263,33,user6263@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6264,Person 6264,60,user6264@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6265,Person 6265,50,user6265@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6266,Person 6266,53,user6266@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6267,Person 6267,68,user6267@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6268,Person 6268,,user6268@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6269,Person 6269,38,user6269@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6270,Person 6270,40,user6270@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6271,Person 6271,44,user6271@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6272,Person 6272,48,user6272@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6273,Person 6273,23,user6273@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6274,Person 6274,222,user6274@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6275,Person 6275,86,user6275@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6276,Person 6276,91,user6276@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6277,Person 6277,38,user6277@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6278,Person 6278,88,user6278@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6279,Person 6279,54,user6279@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6280,Person 6280,72,user6280@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6281,Person 6281,78,user6281@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6282,Person 6282,75,user6282@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6283,Person 6283,45,user6283@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6284,Person 6284,40,user6284@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6285,Person 6285,37,user6285@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6286,Person 6286,34,user6286@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6287,Person 6287,29,user6287@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6288,Person 6288,30,user6288@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6289,Person 6289,23,user6289@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6290,Person 6290,75,user6290@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6291,Person 6291,91,user6291@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6292,Person 6292,35,user6292@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6293,Person 6293,49,user6293@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6294,Person 6294,,user6294@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6295,Person 6295,34,user6295@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6296,Person 6296,37,user6296@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6297,Person 6297,81,user6297@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6298,Person 6298,62,user6298@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6299,Person 6299,47,user6299@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6300,Person 6300,58,user6300@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6301,Person 6301,58,user6301@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6302,Person 6302,60,user6302@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6303,Person 6303,50,user6303-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6304,Person 6304,44,user6304@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6305,Person 6305,76,user6305@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6306,Person 6306,21,user6306@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6307,Person 6307,61,user6307@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6308,Person 6308,75,user6308@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6309,Person 6309,22,user6309@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6310,Person 6310,,user6310@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6311,Person 6311,82,user6311@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6312,Person 6312,27,user6312@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6313,Person 6313,91,user6313@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6314,Person 6314,43,user6314@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6315,Person 6315,69,user6315@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6316,Person 6316,68,user6316@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6317,Person 6317,21,user6317@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6318,Person 6318,60,user6318@example.com,2024-06-01,2024-01-01,MODERN,STREAM,UK
6319,Person 6319,36,user6319@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6320,Person 6320,91,user6320@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6321,Person 6321,-15,user6321@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6322,Person 6322,42,user6322@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6323,Person 6323,75,user6323@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6324,Person 6324,22,user6324@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6325,Person 6325,756,user6325@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6326,Person 6326,83,user6326@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6327,Person 6327,77,user6327@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6328,Person 6328,59,user6328@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6329,Person 6329,39,user6329@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6330,Person 6330,82,user6330@example.com,2024-06-01,2024-01-01,MODERN,STREAM,UK
6331,Person 6331,45,user6331@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6332,Person 6332,45,user6332@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6333,Person 6333,42,user6333@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6334,Person 6334,54,user6334-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6335,Person 6335,29,user6335@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6336,Person 6336,,user6336@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6337,Person 6337,60,user6337@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6338,Person 6338,49,user6338@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6339,Person 6339,59,user6339@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6340,Person 6340,27,user6340@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6341,Person 6341,41,user6341@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6342,Person 6342,88,user6342@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6343,Person 6343,44,user6343@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6344,Person 6344,25,user6344@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6345,Person 6345,64,user6345@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6346,Person 6346,19,user6346@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6347,Person 6347,76,user6347@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6348,Person 6348,53,user6348@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6349,Person 6349,77,user6349@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6350,Person 6350,23,user6350@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6351,Person 6351,69,user6351@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6352,Person 6352,24,user6352@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6353,Person 6353,41,user6353@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6354,Person 6354,53,user6354@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6355,Person 6355,68,user6355@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6356,Person 6356,74,user6356@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6357,Person 6357,-3,user6357@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6358,Person 6358,52,user6358@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6359,Person 6359,80,user6359@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6360,Person 6360,76,user6360@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6361,Person 6361,47,user6361@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6362,Person 6362,24,user6362@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6363,Person 6363,86,user6363@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6364,Person 6364,29,user6364@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6365,Person 6365,90,user6365@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6366,Person 6366,54,user6366@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6367,Person 6367,66,user6367@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6368,Person 6368,,user6368@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6369,Person 6369,29,user6369@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6370,Person 6370,58,user6370@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6371,Person 6371,63,user6371@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6372,Person 6372,82,user6372@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6373,Person 6373,38,user6373@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6374,Person 6374,75,user6374@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6375,Person 6375,26,user6375@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6376,Person 6376,37,user6376@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6377,Person 6377,74,user6377@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6378,Person 6378,77,user6378@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6379,Person 6379,82,user6379@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6380,Person 6380,34,user6380@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6381,Person 6381,51,user6381@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6382,Person 6382,49,user6382@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6383,Person 6383,,user6383@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6384,Person 6384,88,user6384@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6385,Person 6385,72,user6385@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6386,Person 6386,35,user6386@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6387,Person 6387,28,user6387@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6388,Person 6388,89,user6388@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6389,Person 6389,28,user6389@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6390,Person 6390,74,user6390@example.com,2024-06-01,2024-01-01,LEGACY_A,BATCH,UK
6391,Person 6391,27,user6391@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6392,Person 6392,654,user6392@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6393,Person 6393,30,user6393@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6394,Person 6394,42,user6394@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6395,Person 6395,37,user6395@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6396,Person 6396,20,user6396@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6397,Person 6397,87,user6397@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6398,Person 6398,,user6398@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6399,Person 6399,34,user6399@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6400,Person 6400,52,user6400@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6401,Person 6401,57,user6401@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6402,Person 6402,32,user6402@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6403,Person 6403,57,user6403@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6404,Person 6404,66,user6404@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6405,Person 6405,89,user6405@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6406,Person 6406,81,user6406@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6407,Person 6407,87,user6407-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6408,Person 6408,52,user6408-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6409,Person 6409,31,user6409@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6410,Person 6410,42,user6410@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6411,Person 6411,384,user6411@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6412,Person 6412,72,user6412@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6413,Person 6413,91,user6413@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6414,Person 6414,44,user6414@example.com,2024-06-01,2024-01-01,MODERN,STREAM,UK
6415,Person 6415,34,user6415@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6416,Person 6416,72,user6416@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6417,Person 6417,46,user6417@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6418,Person 6418,56,user6418@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6419,Person 6419,54,user6419@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6420,Person 6420,79,user6420@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6421,Person 6421,68,user6421@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6422,Person 6422,57,user6422@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6423,Person 6423,58,user6423-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6424,Person 6424,40,user6424@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6425,Person 6425,51,user6425@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6426,Person 6426,62,user6426@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6427,Person 6427,40,user6427@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6428,Person 6428,56,user6428@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6429,Person 6429,77,user6429@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6430,Person 6430,70,user6430@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6431,Person 6431,62,user6431@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6432,Person 6432,91,user6432@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6433,Person 6433,30,user6433@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6434,Person 6434,36,user6434@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6435,Person 6435,59,user6435@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6436,Person 6436,48,user6436@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6437,Person 6437,90,user6437@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6438,Person 6438,60,user6438@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6439,Person 6439,884,user6439@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6440,Person 6440,56,user6440@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6441,Person 6441,35,user6441-example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6442,Person 6442,62,user6442@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6443,Person 6443,22,user6443@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6444,Person 6444,53,user6444@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6445,Person 6445,19,user6445@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6446,Person 6446,86,user6446-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6447,Person 6447,58,user6447@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6448,Person 6448,73,user6448@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6449,Person 6449,26,user6449@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6450,Person 6450,83,user6450@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6451,Person 6451,58,user6451@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6452,Person 6452,90,user6452@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6453,Person 6453,54,user6453@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6454,Person 6454,19,user6454@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6455,Person 6455,83,user6455@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6456,Person 6456,20,user6456@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6457,Person 6457,19,user6457@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6458,Person 6458,21,user6458@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6459,Person 6459,40,user6459@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6460,Person 6460,59,user6460@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6461,Person 6461,50,user6461@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6462,Person 6462,37,user6462@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6463,Person 6463,-8,user6463@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6464,Person 6464,142,user6464@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6465,Person 6465,87,user6465@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6466,Person 6466,76,user6466@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6467,Person 6467,19,user6467@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6468,Person 6468,36,user6468@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6469,Person 6469,59,user6469@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6470,Person 6470,,user6470@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6471,Person 6471,18,user6471@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6472,Person 6472,22,user6472@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6473,Person 6473,-14,user6473@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6474,Person 6474,30,user6474@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6475,Person 6475,52,user6475@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6476,Person 6476,56,user6476@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6477,Person 6477,61,user6477@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6478,Person 6478,30,user6478@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6479,Person 6479,58,user6479@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6480,Person 6480,63,user6480@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6481,Person 6481,86,user6481-example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6482,Person 6482,55,user6482@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6483,Person 6483,51,user6483@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6484,Person 6484,42,user6484@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6485,Person 6485,70,user6485@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6486,Person 6486,21,user6486@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6487,Person 6487,38,user6487@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6488,Person 6488,,user6488@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6489,Person 6489,85,user6489@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6490,Person 6490,47,user6490@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6491,Person 6491,29,user6491@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6492,Person 6492,60,user6492@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6493,Person 6493,74,user6493@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6494,Person 6494,49,user6494@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6495,Person 6495,66,user6495@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6496,Person 6496,65,user6496-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6497,Person 6497,76,user6497@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
6498,Person 6498,62,user6498@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6499,Person 6499,80,user6499@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6500,Person 6500,43,user6500@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6501,Person 6501,55,user6501@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6502,Person 6502,18,user6502@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6503,Person 6503,78,user6503@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6504,Person 6504,48,user6504@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6505,Person 6505,85,user6505@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
